"","Constit_Code","ConstituencyName.x","Winner19","Electorate19","Conservative","Labour","Liberal Democrat","Scottish National Party","Plaid Cymru","Green","Reform UK","Other","Winner","results"
"16","E14000545","Basingstoke","Conservative",82928,0.347744187547992,0.350952142172561,0.12276420146782,0.0000527187511874837,0.0000695870888459089,0.0764475850932133,0.0471013584781837,0.054868219400196,"Labour","Labour Gain"
"17","E14000546","Bassetlaw","Conservative",80024,0.407524315910145,0.354767703199495,0.0793100710703895,0.0000918861417291011,0.0000978981267099202,0.0518285173750962,0.0567917763108881,0.0495878318655469,"Conservative","Conservative Hold"
"18","E14000547","Bath","Liberal Democrat",67805,0.25240833419652,0.206199507133833,0.408317973648181,0.0000156889871223977,0.000274640490072037,0.0567148577527604,0.0313171698064173,0.0447518279850937,"Liberal Democrat","Liberal Democrat Hold"
"19","E14000548","Batley and Spen","Labour",79558,0.302301822672317,0.431171926893287,0.0696390652601609,0.0393754591410622,0.00602770059707395,0.0504439485967584,0.0501035690586309,0.0509365077807104,"Labour","Labour Hold"
"20","E14000549","Battersea","Labour",79350,0.219452114908469,0.504987903472998,0.115474164853274,0.000049040624316029,0.0000270272890142701,0.0791096323804894,0.0200617242414925,0.0608383922299475,"Labour","Labour Hold"
"21","E14000550","Beaconsfield","Conservative",77720,0.428959794260348,0.300153590368194,0.120456262513979,0.00058637099312229,0.0000136218610225979,0.0503239950235395,0.0558919852452884,0.043614379734507,"Conservative","Conservative Hold"
"22","E14000551","Beckenham","Conservative",68662,0.386842366430613,0.324541412201334,0.131104256941881,0.0000715398324163681,0.0000177909517929118,0.0653745243534622,0.0375287502853972,0.0545193590031041,"Conservative","Conservative Hold"
"23","E14000552","Bedford","Labour",71581,0.311720608350184,0.451773902296345,0.0823129690848009,0.0000833552289892617,0.0000984158952344954,0.0592090789466263,0.0393578145745195,0.0554438556233003,"Labour","Labour Hold"
"24","E14000553","Bermondsey and Old Southwark","Labour",93248,0.149228088858657,0.494543313794933,0.17300680271541,0.0000691572067477858,0.0000473307522508595,0.0841102279803258,0.018277713902133,0.0807173647895421,"Labour","Labour Hold"
"25","E14000554","Berwick-upon-Tweed","Conservative",59939,0.404221996865571,0.336297991135479,0.117382558722673,0.0000488868348531814,0.000106622191633037,0.0634422623590909,0.036786458962129,0.041713222928571,"Conservative","Conservative Hold"
"26","E14000555","Bethnal Green and Bow","Labour",88262,0.132427379130714,0.604515579789215,0.0754976507859395,0.0000247176797063752,0.000330571296227354,0.082604735018645,0.0225747309201141,0.0820246353794385,"Labour","Labour Hold"
"27","E14000556","Beverley and Holderness","Conservative",79696,0.411293807605099,0.315130983690734,0.0898256381516597,0.0259379285803858,0.0050417077809055,0.0597838141739073,0.0507879498058246,0.0421981702114844,"Conservative","Conservative Hold"
"28","E14000557","Bexhill and Battle","Conservative",81963,0.465446094552167,0.259902314411161,0.115846149535194,0.0000415117231900134,0.0000259875091260772,0.0621423446689083,0.0503777281303646,0.0462178694698897,"Conservative","Conservative Hold"
"29","E14000558","Bexleyheath and Crayford","Conservative",65466,0.405588200791518,0.330353225592147,0.0780515723287932,0.000109686762791504,0.0000201279878737279,0.0607329749369895,0.0590442627415059,0.0660999488583818,"Conservative","Conservative Hold"
"30","E14000559","Birkenhead","Labour",63762,0.216958377855656,0.541718595236364,0.0640970539430983,0.000149170966297558,0.0000236663947765345,0.0511054614930751,0.0625140020040612,0.0634336721066713,"Labour","Labour Hold"
"31","E14000560","Birmingham, Edgbaston","Labour",68828,0.25461346656654,0.512651184263023,0.0736802157713784,0.0000933121209535299,0.000070826603439941,0.0677811146300066,0.0347355169353717,0.0563743631092866,"Labour","Labour Hold"
"32","E14000561","Birmingham, Erdington","Labour",66148,0.282940385388983,0.477598720497963,0.0517872529048406,0.00018986840508309,0.000107466637320021,0.0544392797161305,0.0553715624215224,0.0775654640281576,"Labour","Labour Hold"
"33","E14000562","Birmingham, Hall Green","Labour",80283,0.190244431381405,0.585943278147143,0.0687448083787103,0.000128477707128275,0.0000836730212226799,0.0526697101721114,0.0339557435724836,0.0682298776197963,"Labour","Labour Hold"
"34","E14000563","Birmingham, Hodge Hill","Labour",78295,0.178927801058026,0.59872177572913,0.0419460379545871,0.000140728670071812,0.000301446978697755,0.049158732462159,0.0440112575078187,0.0867922196395099,"Labour","Labour Hold"
"35","E14000564","Birmingham, Ladywood","Labour",74912,0.126367760763862,0.654268837145983,0.0507768446282694,0.000067167987619547,0.000130957881378788,0.0620825109827695,0.024882747986782,0.0814231726233355,"Labour","Labour Hold"
"36","E14000565","Birmingham, Northfield","Conservative",73694,0.300407235895753,0.435745411477226,0.0665177712139156,0.0000913457670107635,0.0000988778187461348,0.0571327888276735,0.0602490069011765,0.0797575620984977,"Labour","Labour Gain"
"37","E14000566","Birmingham, Perry Barr","Labour",72006,0.231020243771226,0.543872736977249,0.056786832119379,0.000148278533252793,0.000116026042444328,0.0589422558624458,0.0410651682518288,0.0680484584421744,"Labour","Labour Hold"
"38","E14000567","Birmingham, Selly Oak","Labour",82665,0.23912576046648,0.528430056261737,0.0683807713312543,0.0000789117287126465,0.0000972972046903152,0.072691085622777,0.0359162926544263,0.0552798247299222,"Labour","Labour Hold"
"39","E14000568","Birmingham, Yardley","Labour",74704,0.259249411718986,0.494143871511226,0.0633076994132029,0.0000548638290811198,0.00015719010481155,0.0551593577794424,0.0547492659959371,0.0731783396473132,"Labour","Labour Hold"
"40","E14000569","Bishop Auckland","Conservative",68170,0.373946941715136,0.417801790443313,0.0690034386190999,0.000202354502548709,0.000086735944474327,0.0536770622910418,0.0417920097437957,0.0434896667405907,"Labour","Labour Gain"
"41","E14000570","Blackburn","Labour",71234,0.218659450001191,0.558412930114608,0.0491653718693624,0.0000365934833235972,0.000150461020911165,0.0589871582893601,0.05918949862318,0.0553985365980631,"Labour","Labour Hold"
